ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
IE00B0M63060	GBX	35	4	4028	4552	18421.052631578947	16300.527240773286	74200000	74200000
SE0005466513	SEK	66	33	293766	265650	8.488048310560105	9.375117635987202	2493500	2490500
SE0001342395	SEK	33	33	11880	11880	4776.094276094276	4757.575757575758	56740000	56520000
SE0005466505	SEK	33	33	454080	454080	3.2117688513037352	3.1954721634954195	1458400	1451000
SE0003051010	SEK	33	33	5940	5940	19414.141414141413	19319.86531986532	115320000	114760000
GB0007913485	GBX	156	146	204308	190106	84.77396871390253	90.05502193513092	17320000	17120000
GB00B19NLV48	GBX	988	1155	140761	157055	2077.990352441372	1850.3072172168986	292500000	290600000
IE0004906560	EUR	160	141	6166	6329	1706.1303924748622	1636.9094643703586	10520000	10360000
ZAE000255360	GBX	185	228	630468	736812	9.50087871232164	8.11604588416041	5990000	5980000
GB00BG12Y042	GBX	210	207	44504	40577	2909.8507999280964	3139.709687754146	129500000	127400000
GB00BD45SH49	GBX	116	161	95020	91452	291.096611239739	295.67423347767135	27660000	27040000
CH0418792922	CHF	1121	966	35431	26089	698.8230645479947	933.726858062785	24760000	24360000
NL0000235190	EUR	34	68	238	510	35714.28571428572	23529.41176470588	8500000	12000000
FR0013326246	EUR	68	0	884	0	5203.619909502262	0	4600000	0
GB00BF4JDH58	GBX	242	291	391737	524834	51.69284494443976	38.48836012910749	20250000	20200000
GB00BF4HYT85	GBX	277	273	53529	31897	3385.0809841394384	5492.679562341286	181200000	175200000
LU0490618542	USD	10	7	16000	11200	509.75	725.8035714285714	8156000	8129000
IE00B3XXRP09	USD	230	102	77788	72284	103.52496529027613	110.74373305295778	8053000	8005000
FR0000121667	EUR	0	68	0	340	0	55294.117647058825	0	18800000
LU1066226637	EUR	0	34	0	3468	0	2194.3483275663207	0	7610000
IT0003132476	EUR	22	0	990	0	1161.6161616161617	0	1150000	0
DE0007042301	EUR	0	20	0	620	0	2967.7419354838707	0	1840000
IT0003128367	EUR	0	34	0	5576	0	101.3271162123386	0	565000
ES0130670112	EUR	0	68	0	408	0	6004.901960784314	0	2450000
FR0010242511	EUR	40	85	78768	99104	15.114005687588868	12.017678398450114	1190500	1191000
GB00B01QGK86	GBX	105	70	123570	89763	181.67840090636886	245.64687009124026	22450000	22050000
NL0012866412	EUR	0	34	0	510	0	12156.862745098038	0	6200000
PTEDP0AM0009	EUR	34	0	5916	0	81.13590263691684	0	480000	0
ES0105027009	EUR	0	34	0	170	0	15000.0	0	2550000
GB00B7KR2P84	GBX	388	274	311581	543712	131.45859343156354	73.82584897887116	40960000	40140000
DE000ENAG999	EUR	47	0	3665	0	257.6261937244202	0	944200	0
IE0005042456	GBX	0	7	0	728	0	101648.35164835164	0	74000000
GB00BY9D0Y18	GBX	290	292	417585	470392	51.94152088796293	45.706559635367945	21690000	21500000
GB0002374006	GBX	1761	2316	210077	265508	1831.9473335967289	1442.3294213357037	384850000	382950000
GB00B3DGH821	GBX	131	155	369467	377360	25.144329534166786	24.538901844392623	9290000	9260000
DE000A2E4K43	EUR	34	0	20366	0	168.41795148777373	0	3430000	0
DE0005557508	EUR	170	34	29546	476	55.84512285927029	4159.663865546218	1650000	1980000
IE00BWY4ZF18	GBX	127	154	394333	449436	24.649217793083512	21.22660401035965	9720000	9540000
DE0005552004	EUR	68	78	1224	11050	2859.4771241830067	398.1900452488688	3500000	4400000
DE0008232125	EUR	238	204	99994	60724	6.0003600216012964	11.527567353929253	600000	700000
DE0005810055	EUR	0	33	0	264	0	72121.21212121213	0	19040000
DE0005140008	EUR	69	204	118127	60010	7.61807207497016	15.330778203632727	899900	920000
GB00BDCPN049	EUR	353	128	42150	17475	125.26690391459074	297.56795422031473	5280000	5200000
ES0121975009	EUR	0	34	0	170	0	20000.0	0	3400000
FR0000120644	EUR	34	0	510	0	9215.686274509804	0	4700000	0
DE0007100000	EUR	302	34	101762	238	59.55071637742969	32142.85714285714	6060000	7650000
IE00B44Z5B48	USD	8	4	464	232	37946.120689655174	75844.8275862069	17607000	17596000
GG00BYXVT888	GBX	96	183	63565	92348	794.462361362385	542.5131026118595	50500000	50100000
KYG9361H1092	GBX	116	290	54678	90789	1221.6979406708365	731.366134663891	66800000	66400000
GG00BV54HY67	GBX	144	200	534145	571070	16.75574984320737	15.53224648466913	8950000	8870000
GB0007918872	GBX	160	157	78100	73482	663.2522407170294	703.5736642987398	51800000	51700000
GB00BYM1K758	GBX	213	193	424414	420754	28.415650756101353	27.47448627939366	12060000	11560000
GB0001740025	GBX	171	229	72709	84824	679.4207044519935	582.3823446194473	49400000	49400000
GB0000197722	GBX	141	175	70603	62733	1038.1995099358385	1166.8499832623977	73300000	73200000
CH0012138530	CHF	1155	1137	1002936	972181	0.5471934400599839	0.5583322447157474	548800	542800
FR0000045072	EUR	34	0	3774	0	251.72231054583995	0	950000	0
GB0004228648	GBX	173	271	20521	26867	8771.50236343258	6699.668738601258	180000000	180000000
GB00BF448H58	GBX	332	204	287604	142567	89.18512955313557	179.213983600693	25650000	25550000
GB0003718474	GBX	199	186	8772	9067	85385.31691746466	81724.93658321386	749000000	741000000
GB0002945029	GBX	184	125	183946	132795	238.65699716221064	330.5847358710795	43900000	43900000
GB0000485838	GBX	137	158	32635	39165	2417.6497625248967	1999.2340099578705	78900000	78300000
GB00BF8J3Z99	GBX	0	1	0	45	0	223555.55555555556	0	10060000
LU1673108939	EUR	41	0	8282	0	40.968365129195845	0	339300	0
DE0005439004	EUR	34	34	748	442	8021.39037433155	19230.76923076923	6000000	8500000
GB00BDHXPG30	GBX	146	145	174172	173574	98.17881174930528	97.94093585444824	17100000	17000000
GI000A0F6407	GBX	130	89	201278	144431	75.11998330667038	91.60083361605196	15120000	13230000
GB00BF5H9P87	GBX	194	237	70577	114506	840.9255139776415	512.6368923899184	59350000	58700000
DE000SHL1006	EUR	34	0	204	0	22058.823529411766	0	4500000	0
GB00BD6K4575	GBX	1179	1168	159195	168192	1218.3171582022048	1147.498097412481	193950000	193000000
DE000CBK1001	EUR	34	34	7582	578	68.8472698496439	1439.4463667820069	522000	832000
JE00BF5FX167	GBX	284	191	569337	384830	61.299371022786154	89.26019281241068	34900000	34350000
CH0019396990	CHF	243	238	7821	7079	1807.9529471934536	1969.204689927956	14140000	13940000
CH0012335540	CHF	233	138	19762	11488	319.80568768343284	544.91643454039	6320000	6260000
CH0014786500	CHF	171	354	8561	15514	1080.4812521901647	594.3019208456877	9250000	9220000
CH0002088976	CHF	500	457	151198	115212	171.95994656013968	225.67093705516785	26000000	26000000
CH0311864901	CHF	348	326	7365	8277	3698.5743380855397	3220.9737827715358	27240000	26660000
CH0198251305	GBX	1301	824	125464	112849	1623.5732959255245	1784.6857304894152	203700000	201400000
CH0033361673	CHF	296	144	13908	6752	828.3002588438309	1676.5402843601896	11520000	11320000
CH0012100191	CHF	233	278	3849	4681	9243.959469992205	7383.037812433241	35580000	34560000
CH0010754924	CHF	229	206	950	965	114526.31578947368	111295.33678756477	108800000	107400000
CH0010675863	CHF	309	134	18315	6677	689.5986895986896	1831.6609255653736	12630000	12230000
CH0012142631	CHF	278	399	63054	100127	29.450946807498333	18.356687007500476	1857000	1838000
CH0014284498	CHF	305	236	2740	1911	25857.66423357664	36787.022501308216	70850000	70300000
CH0239229302	CHF	277	222	17934	11808	602.2080963532954	902.7777777777778	10800000	10660000
CH0012032113	CHF	396	462	8003	9223	4840.684743221292	4176.515233654993	38740000	38520000
CH0042615283	CHF	247	288	17579	25283	350.9869730928949	238.10465530198158	6170000	6020000
CH0003671440	CHF	199	209	7513	8714	1456.1426860109143	1237.0897406472343	10940000	10780000
CH0011108872	CHF	169	159	5466	4896	4729.235272594219	5269.607843137255	25850000	25800000
CH0210483332	CHF	984	1013	64867	74380	178.05663896896726	153.67034148964777	11550000	11430000
CH0190891181	CHF	194	131	15620	11606	395.64660691421255	529.8983284508013	6180000	6150000
CH0022427626	CHF	120	88	457	312	405689.2778993435	591025.641025641	185400000	184400000
CH0371153492	CHF	219	255	15482	17562	384.6402273608061	336.23733060015945	5955000	5905000
CH0010702154	CHF	207	157	3116	2795	9066.110397946084	9821.109123434704	28250000	27450000
CH0100837282	CHF	138	191	3584	4340	5351.5625	4387.096774193548	19180000	19040000
CH0273774791	CHF	127	294	833	6695	78391.35654261705	9693.801344286781	65300000	64900000
CH0006372897	CHF	207	233	754	741	349469.49602122017	349527.665317139	263500000	259000000
CH0023868554	CHF	215	285	28176	53988	95.293867120954	48.992368674520264	2685000	2645000
CH0011029946	CHF	241	185	1874	2208	40021.344717182496	33695.65217391304	75000000	74400000
CH0363463438	CHF	102	59	28144	14968	54.896247868106876	102.15125601282736	1545000	1529000
CH0030380734	CHF	256	295	14152	17746	577.303561334087	453.0598444719937	8170000	8040000
CH0012627250	CHF	331	491	12802	37872	2109.0454616466177	712.9277566539924	27000000	27000000
CH0003541510	CHF	227	126	986	563	133468.5598377282	233037.30017761988	131600000	131200000
CH0012829898	CHF	207	207	1798	1713	51557.285873192435	53356.684179801516	92700000	91400000
CH0030486770	CHF	301	218	7926	5949	2996.4673227353014	3916.6246427971087	23750000	23300000
GB00B033F229	GBX	1129	1198	2967499	4537180	2.724179519521321	1.737643205691641	8084000	7884000
CH0360826991	CHF	177	175	6958	6486	2624.3173325668295	2787.5423990132595	18260000	18080000
NL0011832936	CHF	222	216	18476	18072	285.23489932885906	287.7379371403276	5270000	5200000
CH0244017502	CHF	143	201	1140	1750	60263.15789473684	38742.857142857145	68700000	67800000
CH0225173167	CHF	213	411	15921	39633	450.03454556874567	178.38669795372542	7165000	7070000
CH0002432174	CHF	280	294	4144	3471	8764.478764478765	10354.364736387208	36320000	35940000
CH0011432447	CHF	192	344	21233	36335	206.51815570103142	118.34319526627219	4385000	4300000
CH0212255803	CHF	168	106	7573	7320	1056.384523966724	1090.1639344262296	8000000	7980000
CH0238627142	CHF	256	145	6890	4096	3069.66618287373	5126.953125	21150000	21000000
CH0012684657	CHF	466	378	632649	125009	12.329111403005458	62.475501763873	7800000	7810000
CH0130293662	CHF	210	257	13636	15490	835.2889410384277	728.8573273079406	11390000	11290000
CH0038389992	CHF	181	181	18280	26765	341.3566739606127	232.3930506258173	6240000	6220000
CH0531751755	CHF	541	277	118394	51855	75.29942395729513	170.1860958441809	8915000	8825000
CH0025536027	CHF	213	265	2268	3167	19686.94885361552	13988.001263024944	44650000	44300000
CH0127480363	CHF	257	196	11218	6905	1050.098056694598	1674.149167270094	11780000	11560000
CH0019107025	CHF	113	115	2070	2092	8888.888888888889	8819.311663479924	18400000	18450000
FR0000120172	EUR	0	34	0	1598	0	1282.8535669586984	0	2050000
CH0024590272	CHF	243	183	6821	4461	2633.0450080633336	3918.4039453037435	17960000	17480000
GB00B4Y7R145	GBX	247	175	934948	764938	6.9843456534481065	8.458201841194972	6530000	6470000
CH0008837566	CHF	282	428	8325	23138	1984.3843843843845	710.5194917451811	16520000	16440000
GB0031215220	GBX	195	155	75617	62355	1048.4414880251795	1253.147301740037	79280000	78140000
ES0167050915	EUR	0	34	0	170	0	16117.64705882353	0	2740000
AT0000652250	EUR	1	0	900	0	2505.5555555555557	0	2255000	0
GB00B23K0M20	GBX	101	210	970713	2993435	2.6763832358276853	0.8565410640284489	2598000	2564000
AT0000BAWAG2	EUR	0	22	0	242	0	24876.03305785124	0	6020000
FR0000131757	EUR	0	34	0	408	0	34558.82352941176	0	14100000
GB00BYQB9V88	GBX	119	134	138253	141376	130.34075209941196	126.61272068809416	18020000	17900000
NL0012650360	GBX	159	130	10607	22318	19044.02752899029	8997.221973295098	202000000	200800000
GB0031743007	GBX	683	1148	100468	141127	1792.1129115738345	1265.881085830493	180050000	178650000
GB00B0744B38	GBX	1116	969	113213	83195	2777.9495287643645	3761.0433319310055	314500000	312900000
GB0030913577	GBX	1014	1239	1667216	1773279	9.542854675099088	8.876211808745268	15910000	15740000
GB0001367019	GBX	1321	1398	597591	676585	80.13842243273409	70.19073730573395	47890000	47490000
GB0002875804	GBX	1898	2023	271941	282822	1231.333267142505	1172.468902702053	334850000	331600000
DE0005664809	EUR	0	34	0	170	0	17794.117647058825	0	3025000
GB0007980591	GBX	2679	2755	3114624	3361926	13.979215468705052	12.75013191843009	43540000	42865000
DE0005550636	EUR	0	34	0	850	0	6823.529411764706	0	5800000
CH0126673539	CHF	183	274	10655	18948	719.3805725011731	402.68102174371967	7665000	7630000
FR0000131104	EUR	68	68	1292	1088	3715.170278637771	5551.470588235294	4800000	6040000
DE0005313704	EUR	34	0	510	0	22156.86274509804	0	11300000	0
GB00BLWDVP51	GBX	215	171	33450	53060	2630.792227204783	1630.2299283829627	88000000	86500000
GB00BYT18307	GBX	169	313	44131	81791	3734.3364075139925	1953.7601936643396	164800000	159800000
GB00B4YZN328	GBX	161	185	510619	494679	13.082161063336851	13.402630796941047	6680000	6630000
GG00BPFJTF46	GBX	403	320	68424	41043	3997.1355080088856	6615.013522403333	273500000	271500000
CH0360674466	CHF	285	400	21423	36428	338.18792886150396	193.94421873284287	7245000	7065000
DE0005190003	EUR	102	102	9316	6324	772.86389008158	1372.549019607843	7200000	8680000
DE000BAY0017	EUR	136	136	4148	12954	1229.5081967213114	463.10020071020534	5100000	5999000
GG00B8P59C08	GBX	76	245	108046	217023	189.27123632526886	92.06397478608258	20450000	19980000
GB00B41H7391	GBX	213	206	241406	235034	161.96780527410255	164.8697635235753	39100000	38750000
DE000BASF111	EUR	546	102	11469	6358	384.3403958496817	737.6533501100976	4408000	4690000
GB0000811801	GBX	1564	1404	711881	745598	69.11267473074854	65.19599033259209	49200000	48610000
JE00BYVQYS01	GBX	152	224	327070	349251	54.00984498731159	50.13586217362298	17665000	17510000
GB0031348658	GBX	2349	2659	3837130	4150139	4.502323351046225	4.110705689616661	17276000	17060000
GB00BD3VFW73	GBX	336	355	517860	601786	45.68802379021357	38.91748894125154	23660000	23420000
GB0003308607	GBX	242	261	25709	27354	11824.652845307091	11044.088615924546	304000000	302100000
GB00BLDYK618	GBX	1263	1197	328808	293336	277.6088173037152	308.5199225461587	91280000	90500000
GB0030232317	GBX	140	241	61193	68553	737.6660729168369	648.2575525505813	45140000	44440000
IE00B00MZ448	GBX	125	155	63991	66210	1312.6845962713508	1254.7953481347229	84000000	83080000
GB00BWFGQN14	GBX	890	911	23187	22858	50157.41579333247	50179.36827368974	1163000000	1147000000
GB00B5ZN1N88	GBX	954	874	464629	247511	231.36739204827938	429.0718392313877	107500000	106200000
ES0113900J37	EUR	68	102	3400	20808	58.8235294117647	15.13840830449827	200000	315000
GB00B0YG1K06	GBX	189	222	600528	644153	8.617416673327472	7.82422809487808	5175000	5040000
ES0113211835	EUR	34	34	714	714	455.18207282913164	791.3165266106442	325000	565000
GB0004915632	GBX	193	130	470324	359883	16.22285913540453	21.229121686770423	7630000	7640000
GB0008220112	GBX	898	901	746779	728560	39.59672138611289	39.77709454265949	29570000	28980000
GB0002652740	GBX	391	250	46416	38055	5872.974836263357	7010.905268690054	272600000	266800000
LU1072616219	GBX	1201	1156	690456	635907	59.91692446730856	64.67926913841175	41370000	41130000
GB00BVYVFW23	GBX	918	1016	342750	392175	192.5601750547046	167.7312424300376	66000000	65780000
GB00B132NW22	GBX	182	204	253003	233505	92.72617320743232	99.18417164514679	23460000	23160000
GB0002634946	GBX	1249	1654	440280	614799	179.34041973289726	126.38276900255205	78960000	77700000
GB0009697037	GBX	153	320	137587	241215	244.3544811646449	137.88528905747984	33620000	33260000
GB0006928617	GBX	611	585	181231	168080	648.3438263873178	690.1475487862922	117500000	116000000
FR0000120628	EUR	34	0	1530	0	1437.9084967320262	0	2200000	0
GB0007973794	GBX	230	140	446584	308611	39.74616197624635	57.191739763002616	17750000	17650000
IT0003506190	EUR	36	0	77000	0	29.506493506493506	0	2272000	0
GB0009895292	GBX	1744	1663	107596	99976	9972.489683631362	10536.528766904057	1073000000	1053400000
GB00B1JQBT10	GBX	168	310	1204445	1990635	2.0424344822719176	1.2357865706169138	2460000	2460000
GB0006731235	GBX	1122	1007	171100	147720	972.530683810637	1114.9471974004873	166400000	164700000
NL0010273215	EUR	0	130	0	3030	0	18316.831683168315	0	55500000
GB0000536739	GBX	1215	1422	60955	76239	7553.112952177836	5975.944070620024	460400000	455600000
LU1598757687	EUR	0	34	0	18428	0	179.07532016496634	0	3300000
BMG4593F1389	GBX	305	218	89027	69500	1032.0464578161682	1316.2589928057555	91880000	91480000
DE0006048408	EUR	0	102	0	5542	0	1226.993865030675	0	6800000
IM00B5VQMV65	GBX	882	876	164461	220183	861.9064702269839	617.8951145183779	141750000	136050000
GB0000456144	GBX	819	848	168911	180508	692.080444731249	626.5650275888049	116900000	113100000
GB00BCKFY513	GBX	97	114	581379	909413	7.164001451720822	4.546889037214115	4165000	4135000
BE0974293251	EUR	68	136	4080	2244	1102.9411764705883	2669.3404634581107	4500000	5990000
ES0130625512	EUR	0	34	0	952	0	383.4033613445378	0	365000
GB00B1XZS820	GBX	1881	1767	146925	141394	2068.74255572571	2078.5889075915525	303950000	293900000
CH0016440353	CHF	309	314	2271	2544	33641.56759136944	29579.40251572327	76400000	75250000
CH0022268228	CHF	298	194	153189	93194	5.215779200856458	8.358907225787068	799000	779000
CH0011795959	CHF	226	283	2190	3114	20936.07305936073	14466.923570969813	45850000	45050000
DK0060094928	DKK	0	31	0	1581	0	56293.48513598988	0	89000000
ES0109067019	EUR	1	1	5	5	1131200.0	1134800.0	5656000	5674000
GB00B62G9D36	GBX	350	145	1469219	305434	9.739868596853158	46.26204024437358	14310000	14130000
GB0000904986	GBX	233	231	29241	33238	8057.179987004549	7013.057344003851	235600000	233100000
GB00BYQ0JC66	GBX	391	390	197744	532361	304.4340156970629	111.57842140953225	60200000	59400000
DE0008404005	EUR	102	68	18530	1496	960.6044252563411	13368.98395721925	17800000	20000000
CH0110240600	CHF	253	283	70333	78265	20.417158375158177	17.990161630358397	1436000	1408000
BMG3682E1921	NOK	87	65	71600	56800	151.53631284916202	189.96478873239437	10850000	10790000
FR0000120073	EUR	0	34	0	2074	0	8775.313404050145	0	18200000
DE000A1PHFF7	EUR	34	102	1734	5984	2768.166089965398	985.9625668449198	4800000	5900000
FR0013227113	EUR	0	34	0	170	0	124705.88235294117	0	21200000
SE0007871645	SEK	0	33	0	77088	0	149.43960149439602	0	11520000
CH0005795668	CHF	170	194	1881434	1809159	0.014616510597767448	0.015062247154617145	27500	27250
CH0038388911	CHF	59	81	3163	4080	2037.6225102750552	1568.6274509803923	6445000	6400000
CH0012549785	CHF	327	238	5542	4396	6181.88379646337	7720.655141037307	34260000	33940000
CH0021218067	CHF	106	47	2903203	1903154	0.0033101371140771075	0.005028494803888703	9610	9570
CH0012453913	CHF	254	320	16515	89697	512.7459884953073	90.92834765934201	8468000	8156000
CH0009002962	CHF	342	350	1889	2183	111064.05505558496	94365.55199267063	209800000	206000000
CH0043238366	CHF	283	404	1063028	1563276	0.10836967605745099	0.07222013259334883	115200	112900
CH0012410517	CHF	335	369	16329	26731	975.5649458019475	591.8222288728442	15930000	15820000
CH0102659627	CHF	193	278	317919	635804	0.32964371427942335	0.1638869840391064	104800	104200
CH0025751329	CHF	1084	963	87259	72354	63.695435427864176	75.54523592337674	5558000	5466000
CH0000816824	CHF	367	267	196378	155783	3.9693855727219955	4.949192145484424	779500	771000
GB00B2PDGW16	GBX	178	143	37608	30905	4019.091682620719	4806.665588092542	151150000	148550000
CH0024638196	CHF	256	285	8689	9842	2120.4971803429626	1831.9447266815687	18425000	18030000
CH0319416936	CHF	332	383	11982	12296	1392.0881321982974	1345.152895250488	16680000	16540000
GB00B02J6398	GBX	872	758	114093	94095	1996.6167950706879	2382.6983367872895	227800000	224200000
DE000A1EWWW0	EUR	0	34	0	2618	0	7257.448433919022	0	19000000
CH0012138605	CHF	297	243	37232	31705	91.37301246239794	105.91389370761709	3402000	3358000
IE00BD1RP616	EUR	82	68	59485	49590	10.079852063545431	11.703972575115952	599600	580400
NL0011540547	EUR	102	0	7786	0	132.93090161828923	0	1035000	0
GB00BMJ6DW54	GBX	857	1023	357623	460478	164.53080478604565	126.9550336823909	58840000	58460000
GB00B8HX8Z88	GBX	194	194	128755	108867	386.62576210632596	454.6832373446499	49780000	49500000
IE00BWT6H894	GBX	1139	926	64821	52906	16530.136838370283	18967.60291838355	1071500000	1003500000
CH0012221716	CHF	1097	1197	302658	352365	9.5421234528742	8.12793552140536	2888000	2864000
GB00B1YW4409	GBX	822	832	162509	164247	773.8032970481635	760.7444884838079	125750000	124950000
